name,short_name,type_ru,justification,lng,nearest_distance_m,nearest_monument,article,score
Дом причта (Таганский),Дом причта,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть выявленный охранный статус. До ближайшего монумента — «Дом Мёда», около 1.05 км.",37.64438707,1050,Дом Мёда,,60
Бомбоубежище завода им. Мантулина,Музей Мантулина,музей,"Музей в бывшем подземном бомбоубежище бывшего завода Мантулина. До ближайшего монумента — «Пионер», около 1.05 км.",37.544833,1049,Пионер,https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D0%BC%D0%B1%D0%BE%D1%83%D0%B1%D0%B5%D0%B6%D0%B8%D1%89%D0%B5_%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D0%B0_%D0%B8%D0%BC._%D0%9C%D0%B0%D0%BD%D1%82%D1%83%D0%BB%D0%B8%D0%BD%D0%B0_(%D0%9C%D1%83%D0%B7%D0%B5%D0%B9_%D0%BF%D0%BE%D0%B4%D0%B7%D0%B5%D0%BC%D0%BD%D0%BE%D0%B9_%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D1%8B),60
Дом причта церкви Антипия на Колымажном дворе (Хамовники),Дом причта церкви,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть выявленный охранный статус. До ближайшего монумента — «Ultimate Zombie Box», около 1.05 км.",37.60556188,1049,Ultimate Zombie Box,,60
Главный дом городской усадьбы (Басманный),Усадьба,усадьба / дворец / особняк,"Подойдёт для спокойного знакомства с московской усадебной архитектурой. Есть выявленный охранный статус. До ближайшего монумента — «Доходный дом Перлова», около 1.05 км.",37.64258146,1049,Доходный дом Перлова,,60
Флигель (Пресненский),Флигель,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть региональный охранный статус. До ближайшего монумента — «Cheapshot HQ», около 1.05 км.",37.60318135,1049,Cheapshot HQ,,60
Мастерские Первой гренадерской артиллерийской бригады (Хорошёвский),Мастерские Первой гренадерской,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Считается ценной частью городской среды. До ближайшего монумента — «Купание коней», около 1.05 км.",37.542231,1049,Купание коней,,60
Особняк Гутхейля (Хамовники),Особняк Гутхейля,усадьба / дворец / особняк,"Подойдёт для спокойного знакомства с московской усадебной архитектурой. Есть федеральный охранный статус. До ближайшего монумента — «Пётр l», около 1.05 км.",37.59420718,1048,Пётр l,,60
Тифозный корпус (Замоскворечье),Тифозный корпус,историческое здание,"Выделяется силуэтом или масштабом в окружающей застройке. Считается ценной частью городской среды. До ближайшего монумента — «Фигурный фонтан», около 1.05 км.",37.616469,1048,Фигурный фонтан,,60
Комплекс доходного домовладения И.С. Касаткина (Басманный),Комплекс доходного домовладения,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть выявленный охранный статус. До ближайшего монумента — «Доходный дом Перлова», около 1.05 км.",37.649672,1048,Доходный дом Перлова,,60
Государственный Дарвиновский музей,Музей Дарвиновский музей,музей,"Хороший вариант для короткого визита, если интересны экспозиции и локальные коллекции. До ближайшего монумента — «Первая Хрущёвка», около 1.05 км.",37.561438888,1047,Первая Хрущёвка,https://ru.wikipedia.org/wiki/%D0%93%D0%BE%D1%81%D1%83%D0%B4%D0%B0%D1%80%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9_%D0%94%D0%B0%D1%80%D0%B2%D0%B8%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D0%BC%D1%83%D0%B7%D0%B5%D0%B9,60
Больничный корпус (Сокольники),Больничный корпус,историческое здание,"Выделяется силуэтом или масштабом в окружающей застройке. Считается ценной частью городской среды. До ближайшего монумента — «Дворец на Яузе», около 1.05 км.",37.688647,1047,Дворец на Яузе,,60
Ансамбль застройки проспекта Калинина,Ансамбль застройки проспекта,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Сохраняет признаки объекта наследия. До ближайшего монумента — «Cheapshot HQ», около 1.05 км.",37.58939,1047,Cheapshot HQ,,60
Музей холодной войны,Музей холодной войны,музей,"Хороший вариант для короткого визита, если интересны экспозиции и локальные коллекции. До ближайшего монумента — «Усадьба Морозовых», около 1.04 км.",37.64927694,1045,Усадьба Морозовых,https://ru.wikipedia.org/wiki/%D0%9C%D1%83%D0%B7%D0%B5%D0%B9_%D1%85%D0%BE%D0%BB%D0%BE%D0%B4%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0),60
Дом причта (Ново-Переделкино),Дом причта,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть охранный статус. До ближайшего монумента — «House of Poems», около 1.04 км.",37.34704471,1045,House of Poems,,60
Гараж (Тверской),Гараж,историческое здание,"Напоминает об индустриальном слое московской архитектуры. Сохраняет признаки объекта наследия. До ближайшего монумента — «Еврейский музей», около 1.04 км.",37.591458,1045,Еврейский музей,,60
Красильная и бумажная фабрика купца А.Г. Кириллова,Красильная бумажная фабрика,историческое здание,"Напоминает об индустриальном слое московской архитектуры. Сохраняет признаки объекта наследия. До ближайшего монумента — «Усадьба Ардалионова», около 1.04 км.",37.648501,1045,Усадьба Ардалионова,,60
Учебный корпус (Зеленоград),Учебный корпус,историческое здание,"Выделяется силуэтом или масштабом в окружающей застройке. Есть региональный охранный статус. До ближайшего монумента — «КЦ Зеленоград», около 1.04 км.",37.2071207,1044,КЦ Зеленоград,,60
Ограда (Басманный),Ограда,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть выявленный охранный статус. До ближайшего монумента — «Доходный дом Перлова», около 1.04 км.",37.64241,1044,Доходный дом Перлова,,60
Улица Барболина 3 к6,Улица Барболина 3,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Считается ценной частью городской среды. До ближайшего монумента — «Дворец на Яузе», около 1.04 км.",37.689887,1044,Дворец на Яузе,,60
Перронный зал (Соколиная Гора),Перронный зал,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть региональный охранный статус. До ближайшего монумента — «Дворец на Яузе», около 1.04 км.",37.7213,1043,Дворец на Яузе,,60
Усадьба В.И. Брозина (Якиманк��),Усадьба Брозина,усадьба / дворец / особняк,"Подойдёт для спокойного знакомства с московской усадебной архитектурой. Есть федеральный охранный статус. До ближайшего монумента — «Дом Мёда», около 1.04 км.",37.62096799,1043,Дом Мёда,,60
Главный дом (Басманный),Главный дом,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть региональный охранный статус. До ближайшего монумента — «Доходный дом Перлова», около 1.04 км.",37.6455998,1042,Доходный дом Перлова,,60
Боковой корпус (Якиманка),Боковой корпус,историческое здание,"Выделяется силуэтом или масштабом в окружающей застройке. Есть федеральный охранный статус. До ближайшего монумента — «Фигурный фонтан», около 1.04 км.",37.59426108,1041,Фигурный фонтан,,60
Казармы Первой гренадерской артиллерийской бригады (Хорошёвский),Казармы Первой гренадерской,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Считается ценной частью городской среды. До ближайшего монумента — «Купание коней», около 1.04 км.",37.541989,1041,Купание коней,,60
Часовня Иоанна Предтечи (Басманный),Часовня Иоанна Предтечи,исторический храм / монастырь,"Тихая архитектурная точка, заметная в исторической среде района. Есть федеральный охранный статус. До ближайшего монумента — «Доходный дом Перлова», около 1.04 км.",37.64023685,1040,Доходный дом Перлова,,60
Парк центральной клинической больницы им. Н.А. Семашко (Ростокино),Парк центральной клинической,знаковое городское место,"Парк центральной клинической больницы им. До ближайшего монумента — «Ростокинский акведук», около 1.04 км.",37.6695979,1040,Ростокинский акведук,,60
Успенский собор старообрядческой церкви Белокриницкого согласия (Таганский),Собор старообрядческой церкви,исторический храм / монастырь,"Тихая архитектурная точка, заметная в исторической среде района. Есть выявленный охранный статус. До ближайшего монумента — «Усадьба Морозовых», около 1.04 км.",37.668272,1040,Усадьба Морозовых,,60
Шестая Парковая улица 26,Шестая Парковая улица,знаковое городское место,"Место для прогулки и передышки от плотной городской застройки. Считается ценной частью городской среды. До ближайшего монумента — «Спутник-1», около 1.04 км.",37.791129,1040,Спутник-1,,60
Мост большой в парке,Мост большой парке,знаковое городское место,"Место для прогулки и передышки от плотной городской застройки. Есть выявленный охранный статус. До ближайшего монумента — «Сходненский ковш», около 1.04 км.",37.398287,1040,Сходненский ковш,,60
Парк усадьбы Братцево,Усадьба,усадьба / дворец / особняк,"Парк (40,2 га) с прудами в Москве. До ближайшего монумента — «Сходненский ковш», около 1.04 км.",37.39641,1039,Сходненский ковш,,60
Хозяйственный корпус (Сокольники),Хозяйственный корпус,историческое здание,"Выделяется силуэтом или масштабом в окружающей застройке. Считается ценной частью городской среды. До ближайшего монумента — «Дворец на Яузе», около 1.04 км.",37.689355,1039,Дворец на Яузе,,60
"Дача И.Я. Тестова: главный дом, флигель, крытый переход (Сокольники)",Дача Тестова,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть выявленный охранный статус. До ближайшего монумента — «Красный богатырь», около 1.04 км.",37.68962623,1038,Красный богатырь,,60
Улица Воронцово Поле 10 с15,Улица Воронцово Поле,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть региональный охранный статус. До ближайшего монумента — «Усадьба Морозовых», около 1.04 км.",37.65263361,1038,Усадьба Морозовых,,60
Главный корпус (с барельефом «Становление человека разумного») (Зеленоград),Главный корпус барельефом,историческое здание,"Выделяется силуэтом или масштабом в окружающей застройке. Есть региональный охранный статус. До ближайшего монумента — «КЦ Зеленоград», около 1.04 км.",37.2083116,1037,КЦ Зеленоград,,60
Покровский бульвар 8 с1А,Покровский бульвар 8,историческое здание,"Место для прогулки и передышки от плотной городской застройки. Считается ценной частью городской среды. До ближайшего монумента — «Доходный дом Перлова», около 1.04 км.",37.646905,1037,Доходный дом Перлова,,60
Гараж Наркомтяжпрома,Гараж Наркомтяжпрома,историческое здание,"Историческое здание в Москве (сохранилось частично). До ближайшего монумента — «Дом Мёда», около 1.04 км.",37.6413,1036,Дом Мёда,,60
Улица Барболина 3 к23,Улица Барболина 3,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Считается ценной частью городской среды. До ближайшего монумента — «Дворец на Яузе», около 1.04 км.",37.690435,1036,Дворец на Яузе,,60
Сторожевой дом Серебрянный Бор,Сторожевой дом Серебрянный,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть региональный охранный статус. До ближайшего монумента — «ЦСКА Арена», около 1.03 км.",37.501923,1035,ЦСКА Арена,,60
улица Верхняя Масловка 1,Улица Верхняя Масловка,историческое здание,"Дом с мастерскими художников. До ближайшего монумента — «Путевой дворец», около 1.03 км.",37.56829078,1034,Путевой дворец,,60
Ансамбль жилых домов «Матросская тишина» (Сокольники),Ансамбль жилых домов,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть выявленный охранный статус. До ближайшего монумента — «Дворец на Яузе», около 1.03 км.",37.69472,1034,Дворец на Яузе,,60
Дом (главный дом с циркумференцией) (Хамовники),Дом главный дом,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть охранный статус. До ближайшего монумента — «Пётр l», около 1.03 км.",37.60051335,1034,Пётр l,,60
Флигель (Якиманка),Флигель,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть федеральный охранный статус. До ближайшего монумента — «Дом Мёда», около 1.03 км.",37.62083324,1034,Дом Мёда,,60
Верхняя Радищевская улица 4 с1,Верхняя Радищевская улица,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Считается ценной частью городской среды. До ближайшего монумента — «Усадьба Морозовых», около 1.03 км.",37.64832,1034,Усадьба Морозовых,,60
Маточный сад (Сокольники),Маточный сад,историческое здание,"Место для прогулки и передышки от плотной городской застройки. Считается ценной частью городской среды. До ближайшего монумента — «Большой розарий», около 1.03 км.",37.671435,1034,Большой розарий,,60
"Новая Басманная улица 26, Ограда и ворота",Новая Басманная улица,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть федеральный охранный статус. До ближайшего монумента — «Колокольня», около 1.03 км.",37.6648,1033,Колокольня,,60
Хавская улица 5,Хавская улица 5,историческое здание,"Школа № 50 ЛОНО. Историческое здание в Москве, памятник архитектуры. До ближайшего монумента — «Дом-корабль», около 1.03 км.",37.61418,1033,Дом-корабль,,60
Гауптвахта (Якиманка),Гауптвахта,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть федеральный охранный статус. До ближайшего монумента — «Фигурный фонтан», около 1.03 км.",37.59480905,1033,Фигурный фонтан,,60
Главный дом промышленников Баташёвых (Таганский),Главный дом промышленников,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть федеральный охранный статус. До ближайшего монумента — «Усадьба Морозовых», около 1.03 км.",37.64860017,1032,Усадьба Морозовых,,60
Главный дом (Басманный),Главный дом,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть федеральный охранный статус. До ближайшего монумента — «Доходный дом Перлова», около 1.03 км.",37.65170834,1031,Доходный дом Перлова,,60
Ограда по Николоямской улице (Таганский),Ограда Николоямской улице,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть региональный охранный статус. До ближайшего монумента — «Усадьба Морозовых», около 1.03 км.",37.649054,1031,Усадьба Морозовых,,60
Улица Воронцово Поле 10 с21,Улица Воронцово Поле,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть выявленный охранный статус. До ближайшего монумента — «Усадьба Морозовых», около 1.03 км.",37.6522114,1030,Усадьба Морозовых,,60
Арестный дом (Басманный),Арестный дом,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть федеральный охранный статус. До ближайшего монумента — «Колокольня», около 1.03 км.",37.66409,1029,Колокольня,,60
"2-я Бауманская улица 3, Палаты Петра Первого",2-я Бауманская улица,усадьба / дворец / особняк,"Можно увидеть редкий для Москвы слой старой каменной застройки. Есть федеральный охранный статус. До ближайшего монумента — «Колокольня», около 1.03 км.",37.68619466,1027,Колокольня,,60
"2-я Бауманская улица 3 c3, Циркумференция южная",2-я Бауманская улица,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть федеральный охранный статус. До ближайшего монумента — «Колокольня», около 1.03 км.",37.6854311,1027,Колокольня,,60
улица Шаболовка 57,Улица Шаболовка 57,историческое здание,"Историческое здание в Москве, памятник архитектуры. До ближайшего монумента — «Дом-корабль», около 1.03 км.",37.60935278,1027,Дом-корабль,,60
"Дом, в котором в 1947-1953 гг. жила и работала выдающийся советский скульптор В.И. Мухина (Хамовники)",Дом Мухина,историческое здание,"Дом, в котором в 1947-1953 гг. жила и работала выдающийся советский скульптор В.И. До ближайшего монумента — «Пётр l», около 1.03 км.",37.5939287,1027,Пётр l,,60
Первый Басманный переулок 4,Первый Басманный переулок,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Считается ценной частью городской среды. До ближайшего монумента — «Колокольня», около 1.03 км.",37.663625,1027,Колокольня,,60
"Новорязанская улица 23 с8, Проходная",Новорязанская улица 23,историческое здание,"Бывшее здание проходной, памятник архитектуры. До ближайшего монумента — «Колокольня», около 1.03 км.",37.66195812,1026,Колокольня,,60
Главный дом с палатами (Хамовники),Главный дом палатами,усадьба / дворец / особняк,"Можно увидеть редкий для Москвы слой старой каменной застройки. Есть региональный охранный статус. До ближайшего монумента — «Пётр l», около 1.03 км.",37.60292084,1026,Пётр l,,60
Пристройки к главному дому (Хамовники),Пристройки к главному,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть региональный охранный статус. До ближайшего монумента — «Пётр l», около 1.03 км.",37.60292084,1026,Пётр l,,60
Пристройки к главному дому (Хамовники),Пристройки к главному,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть региональный охранный статус. До ближайшего монумента — «Пётр l», около 1.03 км.",37.60292084,1026,Пётр l,,60
Главный дом (Басманный),Главный дом,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть региональный охранный статус. До ближайшего монумента — «Доходный дом Перлова», около 1.03 км.",37.64166518,1026,Доходный дом Перлова,,60
Флигель (Басманный),Флигель,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть региональный охранный статус. До ближайшего монумента — «Доходный дом Перлова», около 1.03 км.",37.64166518,1026,Доходный дом Перлова,,60
Северный флигель усадьбы С.Ф. Голицына - купца А.Н. Прибылова (Пресненский),Усадьба Голицына,усадьба / дворец / особняк,"Северный флигель усадьбы С.Ф. Голицына - купца А.Н. До ближайшего монумента — «Cheapshot HQ», около 1.03 км.",37.601907,1026,Cheapshot HQ,,60
Храм Иконы Божией Матери «Знамение» при 2-й Городской больнице имени князя А.А. Щербатова (Якиманка),Храм Знамение,исторический храм / монастырь,"Храм Иконы Божией Матери «Знамение» при 2-й Городской больнице имени князя А.А. До ближайшего монумента — «Фигурный фонтан», около 1.02 км.",37.59621042,1025,Фигурный фонтан,,60
Кухонный корпус смотрительского двора при Александринском дворце (Якиманка),Кухонный корпус смотрительского,историческое здание,"Выделяется силуэтом или масштабом в окружающей застройке. Есть региональный охранный статус. До ближайшего монумента — «Фигурный фонтан», около 1.02 км.",37.59373107,1025,Фигурный фонтан,,60
Ограда с воротами (Хамовники),Ограда воротами,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть региональный охранный статус. До ближайшего монумента — «Пётр l», около 1.02 км.",37.59194342,1025,Пётр l,,60
Городская усадьба Н.Н. Медынцева (Хамовники),Усадьба Медынцева,усадьба / дворец / особняк,"Подойдёт для спокойного знакомства с московской усадебной архитектурой. Есть региональный охранный статус. До ближайшего монумента — «Пётр l», около 1.02 км.",37.59194342,1025,Пётр l,,60
Особняк (Хамовники),Особняк,усадьба / дворец / особняк,"Подойдёт для спокойного знакомства с московской усадебной архитектурой. Есть региональный охранный статус. До ближайшего монумента — «Пётр l», около 1.02 км.",37.59194342,1025,Пётр l,,60
Московский Архив Коллегии Иностранных дел (Басманный),Архив Коллегии Иностранных,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть региональный охранный статус. До ближайшего монумента — «Доходный дом Перлова», около 1.02 км.",37.64288688,1025,Доходный дом Перлова,,60
Хирургический корпус (Замоскворечье),Хирургический корпус,историческое здание,"Выделяется силуэтом или масштабом в окружающей застройке. Считается ценной частью городской среды. До ближайшего монумента — «Фигурный фонтан», около 1.02 км.",37.616426,1025,Фигурный фонтан,,60
Дом культуры со столовой (Зеленоград),Дом культуры,историческое здание,"Сохраняет память о районной культурной жизни и общественных пространствах. Есть региональный охранный статус. До ближайшего монумента — «КЦ Зеленоград», около 1.02 км.",37.2093844,1024,КЦ Зеленоград,,60
"2-я Бауманская улица 10, Химическая лаб��ратория Императорского М��сковского технического училища",2-я Бауманская улица,историческое здание,"Химическая лаборатория Императорского Московского технического училища. До ближайшего монумента — «Колокольня», около 1.02 км.",37.683181,1023,Колокольня,,60
улица Костякова 12 c2,Улица Костякова 12,историческое здание,"Лабораторный корпус Всероссийского НИИ холодильной промышленности. До ближайшего монумента — «Tram station», около 1.02 км.",37.57011436,1023,Tram station,,60
Сторожка (Ново-Переделкино),Сторожка,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть выявленный охранный статус. До ближайшего монумента — «House of Poems», около 1.02 км.",37.34668539,1023,House of Poems,,60
Ансамбль жилых домов (Измайлово),Ансамбль жилых домов,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Считается ценной частью городской среды. До ближайшего монумента — «Спутник-1», около 1.02 км.",37.791497,1023,Спутник-1,,60
Типография П.И. Юнгерсона (Басманный),Типография Юнгерсона,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Считается ценной частью городской среды. До ближайшего монумента — «Доходный дом Перлова», около 1.02 км.",37.643347,1023,Доходный дом Перлова,,60
Кухонный корпус и корпус-сторожка смотрительского двора при Александринском дворце (Якиманка),Кухонный корпус корпус-сторожка,историческое здание,"Выделяется силуэтом или масштабом в окружающей застройке. Есть региональный охранный статус. До ближайшего монумента — «Фигурный фонтан», около 1.02 км.",37.593723,1023,Фигурный фонтан,,60
Ограда (Якиманка),Ограда,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть федеральный охранный статус. До ближайшего монумента — «Фигурный фонтан», около 1.02 км.",37.598564,1022,Фигурный фонтан,,60
"5-й Лучевой просек 14 c1, Главный дом",5-й Лучевой просек,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть региональный охранный статус. До ближайшего монумента — «Красный богатырь», около 1.02 км.",37.67485793,1021,Красный богатырь,,60
Палаты (Замоскворечье),Палаты,усадьба / дворец / особняк,"Можно увидеть редкий для Москвы слой старой каменной застройки. Есть федеральный охранный статус. До ближайшего монумента — «Усадьба Ардалионова», около 1.02 км.",37.65110647,1021,Усадьба Ардалионова,,60
Главный дом (Пресненский),Главный дом,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть региональный охранный статус. До ближайшего монумента — «Cheapshot HQ», около 1.02 км.",37.60222015,1021,Cheapshot HQ,,60
Ограда (Пресненский),Ограда,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть региональный охранный статус. До ближайшего монумента — «Cheapshot HQ», около 1.02 км.",37.60222015,1021,Cheapshot HQ,,60
Южный боковой флигель (Таганский),Южный боковой флигель,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть федеральный охранный статус. До ближайшего монумента — «Усадьба Морозовых», около 1.02 км.",37.64859119,1021,Усадьба Морозовых,,60
Больничный корпус (Сокольники),Больничный корпус,историческое здание,"Выделяется силуэтом или масштабом в окружающей застройке. Считается ценной частью городской среды. До ближайшего монумента — «Дворец на Яузе», около 1.02 км.",37.689282,1020,Дворец на Яузе,,60
Садовая-Черногрязская улица 8 c2,Театр Садовая-Черногрязская улица,театр,"Театральный флигель городской усадьбы Алексеевых, в которой с 1863 по 1903 гг. До ближайшего монумента — «Доходный дом Перлова», около 1.02 км.",37.65120528,1019,Доходный дом Перлова,,60
Большой Саввинский переулок 2-4-6 c16 (часть),Большой Саввинский переулок,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть федеральный охранный статус. До ближайшего монумента — «Way to ducks!», около 1.02 км.",37.56739,1019,Way to ducks!,,60
Привратницкая (Арбат),Привратницкая,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть федеральный охранный статус. До ближайшего монумента — «Ultimate Zombie Box», около 1.02 км.",37.60363949,1019,Ultimate Zombie Box,,60
"Главный дом городской усадьбы Кулаковых, Мухиных (женская гимназия)",Усадьба,усадьба / дворец / особняк,"Подойдёт для спокойного знакомства с московской усадебной архитектурой. Есть региональный охранный статус. До ближайшего монумента — «Усадьба Морозовых», около 1.02 км.",37.64857322,1019,Усадьба Морозовых,,60
Дом причта (Донской),Дом причта,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть выявленный охранный статус. До ближайшего монумента — «Дом-корабль», около 1.02 км.",37.60801429,1018,Дом-корабль,,60
Административное здание доходного дома Московского домовладельческого и строительного общества (Пресненский),Административное здание доходного,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Считается ценной частью городской среды. До ближайшего монумента — «Ultimate Zombie Box», около 1.02 км.",37.603649,1018,Ultimate Zombie Box,,60
Фрагмент галереи парадного двора (Таганский),Фрагмент галереи парадного,историческое здание,"Хороший вариант для короткого визита, если интересны экспозиции и локальные коллекции. Есть выявленный охранный статус. До ближайшего монумента — «Усадьба Морозовых», около 1.02 км.",37.648698,1018,Усадьба Морозовых,,60
