score,short_name,name,type_ru,lat,lng,nearest_distance_m,nearest_monument,justification,article,qid,layer
"60","Ограда с","Ограда с воротами","историческое здание","55.759566","37.651254","1083","Доходный дом Перлова","Ограда с воротами — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Доходный дом Перлова») около 1.08 км.","","Q136198754","heritage_building"
"60","улица Льва","улица Льва Толстого 21 cб","историческое здание","55.733967","37.585822","1082","Фигурный фонтан","улица Льва Толстого 21 cб — Беседка. Историческое здание в Москве, памятник архитектуры. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Фигурный фонтан») около 1.08 км.","","Q116812918","heritage_building"
"60","Цех","Цех (Пресненский)","историческое здание","55.7723972","37.5706941","1082","Купание коней","Цех (Пресненский) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: выявленный объект культурного наследия России. До ближайшего монумента («Купание коней») около 1.08 км.","","Q117195631","heritage_building"
"60","Фабричный корпус","Фабричный корпус фабрики «Брокар и Ко»","историческое здание","55.720435","37.621406","1082","Усадьба Ардалионова","Фабричный корпус фабрики «Брокар и Ко» — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект, обладающий признаками объекта культурного наследия. До ближайшего монумента («Усадьба Ардалионова») около 1.08 км.","","Q124288719","heritage_building"
"60","Цех","Цех (Пресненский)","историческое здание","55.7730972","37.5716811","1081","Купание коней","Цех (Пресненский) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: выявленный объект культурного наследия России. До ближайшего монумента («Купание коней») около 1.08 км.","","Q117195628","heritage_building"
"60","Новая Басманная","Новая Басманная улица 22/2 c2, Флигель","историческое здание","55.76959029","37.66386255","1080","Колокольня","Новая Басманная улица 22/2 c2, Флигель — Историческое здание в Москве, памятник архитектуры. Охранный статус: объект культурного наследия России регионального значения. До ближайшего монумента («Колокольня») около 1.08 км.","","Q116742493","heritage_building"
"60","Русаковская улица","Русаковская улица 13 c2","историческое здание","55.78493624","37.672684","1080","Колокольня","Русаковская улица 13 c2 — Казармы и столовая Пиво-медоваренного завода «Товарищество Калинкина СПб-М». Охранный статус: выявленный объект культурного наследия России. До ближайшего монумента («Колокольня») около 1.08 км.","","Q116748331","heritage_building"
"60","Ограда терминала","Ограда терминала аэропорта Центральный","вокзал / транспортный объект","55.797825","37.53657","1080","Путевой дворец","Ограда терминала аэропорта Центральный — Ограда и въездные ворота Московского аэровокзала в Москве. Охранный статус: объект культурного наследия России регионального значения. До ближайшего монумента («Путевой дворец») около 1.08 км.","","Q116870951","heritage_building"
"60","Корпус больничный","Корпус больничный и храм прп. Елисаветы (Басманный)","исторический храм / монастырь","55.75463342","37.64059618","1080","Доходный дом Перлова","Корпус больничный и храм прп. Елисаветы (Басманный) — храмовый или монастырский объект с архитектурной, исторической и локальной культурной ценностью. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Доходный дом Перлова») около 1.08 км.","","Q118255971","heritage_building"
"60","Храм прп. Елисаветы","Храм прп. Елисаветы (Басманный)","исторический храм / монастырь","55.75463342","37.64059618","1080","Доходный дом Перлова","Храм прп. Елисаветы (Басманный) — храмовый или монастырский объект с архитектурной, исторической и локальной культурной ценностью. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Доходный дом Перлова») около 1.08 км.","","Q118255968","heritage_building"
"60","Улица Барболина","Улица Барболина 3 к5","историческое здание","55.788886","37.689678","1080","Дворец на Яузе","Улица Барболина 3 к5 — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: исторически ценный градоформирующий (средоформирующий) объект. До ближайшего монумента («Дворец на Яузе») около 1.08 км.","","Q124051571","heritage_building"
"60","Новорязанская улица,","Новорязанская улица, 17, Паровозное депо Московско-Рязанской железной дороги","историческое здание","55.77313","37.66075","1079","Колокольня","Новорязанская улица, 17, Паровозное депо Московско-Рязанской железной дороги — Бывшее паровозное депо, памятник архитектуры. Охранный статус: выявленный объект культурного наследия России. До ближайшего монумента («Колокольня») около 1.08 км.","","Q116738135","heritage_building"
"60","Большой Саввинский","Большой Саввинский переулок 2-4-6 c13","историческое здание","55.73501","37.56804","1079","Way to ducks!","Большой Саввинский переулок 2-4-6 c13 — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Way to ducks!») около 1.08 км.","","Q116813081","heritage_building"
"60","Собор","Собор Усекновения главы Иоанна Предтечи с галереями","музей","55.75457769","37.64012007","1078","Доходный дом Перлова","Собор Усекновения главы Иоанна Предтечи с галереями — собор в Иоанно-Предтеченском монастыре. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Доходный дом Перлова») около 1.08 км.","","Q118255970","heritage_building"
"60","Большая Пироговская","Большая Пироговская улица 19 c1","историческое здание","55.73151567","37.57182116","1078","Way to ducks!","Большая Пироговская улица 19 c1 — Здание бывшей детской больницы им. Охранный статус: выявленный объект культурного наследия России. До ближайшего монумента («Way to ducks!») около 1.08 км.","","Q116812970","heritage_building"
"60","Городская усадьба","Городская усадьба Морозовых (усадьба Лопухиных – М.Ф. Морозовой) (Басманный)","усадьба / дворец / особняк","55.755406","37.64391","1078","Доходный дом Перлова","Городская усадьба Морозовых (усадьба Лопухиных – М.Ф. Морозовой) (Басманный) — Городская усадьба Морозовых (усадьба Лопухиных – М.Ф. Охранный статус: объект культурного наследия России регионального значения. До ближайшего монумента («Доходный дом Перлова») около 1.08 км.","","Q118256016","heritage_building"
"60","Производственный корпус","Производственный корпус фабрики «Брокар и Ко»","историческое здание","55.720048","37.621669","1078","Усадьба Ардалионова","Производственный корпус фабрики «Брокар и Ко» — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект, обладающий признаками объекта культурного наследия. До ближайшего монумента («Усадьба Ардалионова») около 1.08 км.","","Q124288720","heritage_building"
"60","Казарма","Казарма (Таганский)","историческое здание","55.72693","37.660924","1077","Футболисты","Казарма (Таганский) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Футболисты») около 1.08 км.","","Q117229928","heritage_building"
"60","Реальное училище","Реальное училище К.К. Мазинга (Хамовники)","историческое здание","55.748633","37.60522","1077","Ultimate Zombie Box","Реальное училище К.К. Мазинга (Хамовники) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: исторически ценный градоформирующий (средоформирующий) объект. До ближайшего монумента («Ultimate Zombie Box») около 1.08 км.","","Q121531251","heritage_building"
"60","Церковь Ризоположения","Церковь Ризоположения (Донской)","исторический храм / монастырь","55.72003277","37.60434018","1076","Фигурный фонтан","Церковь Ризоположения (Донской) — храмовый или монастырский объект с архитектурной, исторической и локальной культурной ценностью. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Фигурный фонтан») около 1.08 км.","","Q117038505","heritage_building"
"60","Комплекс усадьбы","Комплекс усадьбы Боде-Колычевых в селе Спасское-Лукино (Ново-Переделкино)","усадьба / дворец / особняк","55.657674","37.34754","1076","House of Poems","Комплекс усадьбы Боде-Колычевых в селе Спасское-Лукино (Ново-Переделкино) — историческая усадьба, дворец или особняк с выразительной архитектурой и собственной историей места. Охранный статус: объект культурного наследия России регионального значения. До ближайшего монумента («House of Poems») около 1.08 км.","","Q116947427","heritage_building"
"60","Ограда с","Ограда с воротами (Донской)","историческое здание","55.72003277","37.60434018","1076","Фигурный фонтан","Ограда с воротами (Донской) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России. До ближайшего монумента («Фигурный фонтан») около 1.08 км.","","Q117038504","heritage_building"
"60","Особняк Э.М.","Особняк Э.М. Федотовой (Арбат)","усадьба / дворец / особняк","55.752628","37.59798","1074","Cheapshot HQ","Особняк Э.М. Федотовой (Арбат) — историческая усадьба, дворец или особняк с выразительной архитектурой и собственной историей места. Охранный статус: выявленный объект культурного наследия России. До ближайшего монумента («Cheapshot HQ») около 1.07 км.","","Q118180965","heritage_building"
"60","Ограда","Ограда (Хамовники)","историческое здание","55.743704","37.593658","1074","Пётр l","Ограда (Хамовники) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России регионального значения. До ближайшего монумента («Пётр l») около 1.07 км.","","Q123589927","heritage_building"
"60","Грот и","Грот и фонтан дачи Н.Д. Стахеева (Сокольники)","историческое здание","55.80683332","37.6951329","1071","Красный богатырь","Грот и фонтан дачи Н.Д. Стахеева (Сокольники) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: выявленный объект культурного наследия России. До ближайшего монумента («Красный богатырь») около 1.07 км.","","Q116938897","heritage_building"
"60","Победы","Музей Победы","музей","55.730555555","37.503888888","1070","Круглый дом","Музей Победы — музей в Москве. До ближайшего монумента («Круглый дом») около 1.07 км. До ближайшего монумента («Круглый дом») около 1.07 км.","https://ru.wikipedia.org/wiki/%D0%9C%D1%83%D0%B7%D0%B5%D0%B9_%D0%9F%D0%BE%D0%B1%D0%B5%D0%B4%D1%8B","Q190694","museum"
"60","Церковь Николы","Церковь Николы (Таганский)","исторический храм / монастырь","55.74446473","37.64487216","1070","Дом Мёда","Церковь Николы (Таганский) — храмовый или монастырский объект с архитектурной, исторической и локальной культурной ценностью. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Дом Мёда») около 1.07 км.","","Q118640158","heritage_building"
"60","Главный корпус","Главный корпус с двумя флигелями (центральный корпус) (Мещанский)","историческое здание","55.78193","37.61757","1070","Еврейский музей","Главный корпус с двумя флигелями (центральный корпус) (Мещанский) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Еврейский музей») около 1.07 км.","","Q117199305","heritage_building"
"60","Городская усадьба","Городская усадьба П.П. Игнатьевой – Н.А. Белкина (Замоскворечье)","усадьба / дворец / особняк","55.72573155","37.62182139","1070","Усадьба Ардалионова","Городская усадьба П.П. Игнатьевой – Н.А. Белкина (Замоскворечье) — историческая усадьба, дворец или особняк с выразительной архитектурой и собственной историей места. Охранный статус: объект культурного наследия России регионального значения. До ближайшего монумента («Усадьба Ардалионова») около 1.07 км.","","Q117209337","heritage_building"
"60","Флигель","Флигель (Замоскворечье)","историческое здание","55.72573155","37.62182139","1070","Усадьба Ардалионова","Флигель (Замоскворечье) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России регионального значения. До ближайшего монумента («Усадьба Ардалионова») около 1.07 км.","","Q117209393","heritage_building"
"60","Частная клиника","Частная клиника доктора П.Д. Соловово (Арбат)","историческое здание","55.752589","37.59749","1069","Cheapshot HQ","Частная клиника доктора П.Д. Соловово (Арбат) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: выявленный объект культурного наследия России. До ближайшего монумента («Cheapshot HQ») около 1.07 км.","","Q118180966","heritage_building"
"60","Большая Пироговская","Большая Пироговская улица 2 с1","историческое здание","55.73227601","37.57112048","1068","Way to ducks!","Большая Пироговская улица 2 с1 — Факультетские клиники – терапевтическая и хирургическая. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Way to ducks!») около 1.07 км.","","Q116812952","heritage_building"
"60","Улица Тимура","Улица Тимура Фрунзе 11 с56","историческое здание","55.73488639","37.58707456","1067","Фигурный фонтан","Улица Тимура Фрунзе 11 с56 — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: выявленный объект культурного наследия России. До ближайшего монумента («Фигурный фонтан») около 1.07 км.","","Q116813297","heritage_building"
"60","Сторожка","Сторожка (Хамовники)","историческое здание","55.74807246","37.60532832","1067","Пётр l","Сторожка (Хамовники) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России регионального значения. До ближайшего монумента («Пётр l») около 1.07 км.","","Q118145716","heritage_building"
"60","Богадельня при","Богадельня при церкви Косьмы и Дамиана, что в Таганной слободе (Таганский)","историческое здание","55.743797","37.647968","1067","Усадьба Морозовых","Богадельня при церкви Косьмы и Дамиана, что в Таганной слободе (Таганский) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект, обладающий признаками объекта культурного наследия. До ближайшего монумента («Усадьба Морозовых») около 1.07 км.","","Q123499973","heritage_building"
"60","Казарма","Казарма (Таганский)","историческое здание","55.726932","37.661505","1066","Футболисты","Казарма (Таганский) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Футболисты») около 1.07 км.","","Q117229929","heritage_building"
"60","Западный флигель","Западный флигель (Якиманка)","историческое здание","55.72016967","37.59776451","1065","Фигурный фонтан","Западный флигель (Якиманка) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Фигурный фонтан») около 1.06 км.","","Q117209292","heritage_building"
"60","Верхняя Радищевская","Верхняя Радищевская улица 4 с2","историческое здание","55.745177","37.647827","1065","Усадьба Морозовых","Верхняя Радищевская улица 4 с2 — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: исторически ценный градоформирующий (средоформирующий) объект. До ближайшего монумента («Усадьба Морозовых») около 1.06 км.","","Q121875069","heritage_building"
"60","Пилоны ворот","Пилоны ворот (Замоскворечье)","историческое здание","55.725803","37.621935","1065","Усадьба Ардалионова","Пилоны ворот (Замоскворечье) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России регионального значения. До ближайшего монумента («Усадьба Ардалионова») около 1.06 км.","","Q132470890","heritage_building"
"60","Универмаг Московский","Универмаг «Московский»","историческое здание","55.775864","37.660413","1065","Колокольня","Универмаг «Московский» — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект, обладающий признаками объекта культурного наследия. До ближайшего монумента («Колокольня») около 1.06 км.","","Q136095029","heritage_building"
"60","Дом, в","Дом, в котором жил и в 1926 г. умер Фурманов Дмитрий Андреевич (Хамовники)","историческое здание","55.74647638","37.59854604","1064","Пётр l","Дом, в котором жил и в 1926 г. умер Фурманов Дмитрий Андреевич (Хамовники) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Пётр l») около 1.06 км.","","Q118154467","heritage_building"
"60","4-й лабораторный","4-й лабораторный корпус (Таганский)","историческое здание","55.751106","37.637305","1063","ГУМ","4-й лабораторный корпус (Таганский) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: исторически ценный градоформирующий (средоформирующий) объект. До ближайшего монумента («ГУМ») около 1.06 км.","","Q121848396","heritage_building"
"60","улица Преображенский","улица Преображенский Вал 25А","историческое здание","55.79077229","37.71673738","1062","Дворец на Яузе","улица Преображенский Вал 25А — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Дворец на Яузе») около 1.06 км.","","Q116760193","heritage_building"
"60","Дом дешёвых","Дом дешёвых квартир для семейных (Мещанский)","историческое здание","55.78695593","37.63238558","1062","Аптекарский огород","Дом дешёвых квартир для семейных (Мещанский) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России регионального значения. До ближайшего монумента («Аптекарский огород») около 1.06 км.","","Q117199354","heritage_building"
"60","Главный дом","Главный дом усадьбы С. Лаптевой-Яковлевых","усадьба / дворец / особняк","55.74605582","37.59761179","1062","Пётр l","Главный дом усадьбы С. Лаптевой-Яковлевых — историческая усадьба, дворец или особняк с выразительной архитектурой и собственной историей места. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Пётр l») около 1.06 км.","","Q118154441","heritage_building"
"60","Храм","Храм в честь иконы Божией Матери «Всех Скорбящих Радость» (Таганский)","исторический храм / монастырь","55.746908","37.648158","1062","Усадьба Морозовых","Храм в честь иконы Божией Матери «Всех Скорбящих Радость» (Таганский) — храмовый или монастырский объект с архитектурной, исторической и локальной культурной ценностью. Охранный статус: объект культурного наследия России регионального значения. До ближайшего монумента («Усадьба Морозовых») около 1.06 км.","","Q118640201","heritage_building"
"60","Ограда и","Ограда и ворота парадного двора (Таганский)","историческое здание","55.746358","37.648002","1062","Усадьба Морозовых","Ограда и ворота парадного двора (Таганский) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Усадьба Морозовых») около 1.06 км.","","Q130682471","heritage_building"
"60","улица Льва","улица Льва Толстого 21 c11","историческое здание","55.734099","37.586324","1061","Фигурный фонтан","улица Льва Толстого 21 c11 — Кухня. Историческое здание в Москве, памятник архитектуры. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Фигурный фонтан») около 1.06 км.","","Q116812934","heritage_building"
"60","Западный въездной","Западный въездной корпус (Таганский)","историческое здание","55.75036","37.63665","1061","ГУМ","Западный въездной корпус (Таганский) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («ГУМ») около 1.06 км.","","Q117462707","heritage_building"
"60","Ограда с","Ограда с воротами и калиткой (Сокольники)","историческое здание","55.81416","37.67414","1060","Красный богатырь","Ограда с воротами и калиткой (Сокольники) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России регионального значения. До ближайшего монумента («Красный богатырь») около 1.06 км.","","Q116938887","heritage_building"
"60","Ограда","Ограда (Хамовники)","историческое здание","55.743671","37.593895","1060","Пётр l","Ограда (Хамовники) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России регионального значения. До ближайшего монумента («Пётр l») около 1.06 км.","","Q123589923","heritage_building"
"60","Радиомузей РКК","Радиомузей РКК","музей","55.78049722","37.60111389","1059","Еврейский музей","Радиомузей РКК — музейная или выставочная площадка, связанная с историей, искусством, наукой или коллекциями. До ближайшего монумента («Еврейский музей») около 1.06 км.","https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D0%B4%D0%B8%D0%BE%D0%BC%D1%83%D0%B7%D0%B5%D0%B9_%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D0%B8%D1%8F_%D0%93%D1%80%D0%BE%D0%BC%D0%BE%D0%B2%D0%B0","Q4387533","museum"
"60","Церковь Преображения Господня","Церковь Преображения Господня (Ново-Переделкино)","исторический храм / монастырь","55.65746369","37.34722438","1058","House of Poems","Церковь Преображения Господня (Ново-Переделкино) — храмовый или монастырский объект с архитектурной, исторической и локальной культурной ценностью. Охранный статус: выявленный объект культурного наследия России. До ближайшего монумента («House of Poems») около 1.06 км.","","Q116947433","heritage_building"
"60","Ограда","Ограда (Замоскворечье)","историческое здание","55.727021","37.617511","1058","Фигурный фонтан","Ограда (Замоскворечье) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России регионального значения. До ближайшего монумента («Фигурный фонтан») около 1.06 км.","","Q117209446","heritage_building"
"60","Административное здание","Административное здание Наркомсвязи (Таганский)","историческое здание","55.744184","37.648021","1058","Усадьба Морозовых","Административное здание Наркомсвязи (Таганский) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект, обладающий признаками объекта культурного наследия. До ближайшего монумента («Усадьба Морозовых») около 1.06 км.","","Q123499972","heritage_building"
"60","Корпус Евангелической","Корпус Евангелической больницы","историческое здание","55.752764","37.6547","1058","Усадьба Морозовых","Корпус Евангелической больницы — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: исторически ценный градоформирующий (средоформирующий) объект. До ближайшего монумента («Усадьба Морозовых») около 1.06 км.","","Q133213180","heritage_building"
"60","Новая Басманная","Новая Басманная улица 26 корпус 7, Боковой флигель","историческое здание","55.76940799","37.66459917","1057","Колокольня","Новая Басманная улица 26 корпус 7, Боковой флигель — Историческое здание в Москве, памятник архитектуры. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Колокольня») около 1.06 км.","","Q116742501","heritage_building"
"60","Парадный двор","Парадный двор (Мещанский)","историческое здание","55.78182","37.61697","1057","Еврейский музей","Парадный двор (Мещанский) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Еврейский музей») около 1.06 км.","","Q117199323","heritage_building"
"60","Корпус для","Корпус для нервных больных (Мещанский)","историческое здание","55.78613","37.6277","1057","Аптекарский огород","Корпус для нервных больных (Мещанский) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России регионального значения. До ближайшего монумента («Аптекарский огород») около 1.06 км.","","Q117199414","heritage_building"
"60","Казарма","Казарма (Таганский)","историческое здание","55.72693","37.662021","1057","Футболисты","Казарма (Таганский) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Футболисты») около 1.06 км.","","Q117229927","heritage_building"
"60","Здание электротеатра","Здание электротеатра И.И. Дроздова и Х.К. Фаврикодороса «Кино-палас» (Якиманка)","театр","55.730596","37.624413","1057","Дом Мёда","Здание электротеатра И.И. Дроздова и Х.К. Фаврикодороса «Кино-палас» (Якиманка) — Здание электротеатра И.И. Дроздова и Х.К. Охранный статус: исторически ценный градоформирующий (средоформирующий) объект. До ближайшего монумента («Дом Мёда») около 1.06 км.","","Q124295617","heritage_building"
"60","Южный флигель","Южный флигель усадьбы С.Ф. Голицына - купца А.Н. Прибылова (Пресненский)","усадьба / дворец / особняк","55.753888","37.602021","1056","Cheapshot HQ","Южный флигель усадьбы С.Ф. Голицына - купца А.Н. Прибылова (Пресненский) — Южный флигель усадьбы С.Ф. Голицына - купца А.Н. Охранный статус: исторически ценный градоформирующий (средоформирующий) объект. До ближайшего монумента («Cheapshot HQ») около 1.06 км.","","Q121848412","heritage_building"
